统计类型,统计日期,统计小时,关联成功数,关联总数,关联率
nf固网关联率,2025-07-17,00-23,210213,1933383411,2372463769,0.8149264221703695
nf固网关联率,2025-07-17,00-23,220214,1069010360,1464250185,0.7300735700436329
nf固网关联率,2025-07-17,00-23,230215,2629508008,2693142333,0.9763717185607805
nf移网关联率,2025-07-17,00-23,210213,1069617121,1122881619,0.9525644581773138
nf移网关联率,2025-07-17,00-23,220214,653465169,701902574,0.9309912703069814
nf移网关联率,2025-07-17,00-23,230215,987286203,1004871462,0.9824999916257946
pr固网关联率,2025-07-17,00-23,210213,464915711,469496499,0.9902431902905414
pr固网关联率,2025-07-17,00-23,220214,222396559,224641020,0.9900086769549035
pr固网关联率,2025-07-17,00-23,230215,237852628,240143374,0.9904609235647701
pr移网关联率,2025-07-17,00-23,210213,159677799,160071360,0.9975413403122207
pr移网关联率,2025-07-17,00-23,220214,103238963,103361689,0.9988126548512574
pr移网关联率,2025-07-17,00-23,230215,100354936,100456343,0.9989905366154928
nf固网关联准确率,2025-07-17,00-23,210213,969042013,971072029,0.9979095103768044
nf固网关联准确率,2025-07-17,00-23,220214,684430761,709213154,0.9650564955539446
nf固网关联准确率,2025-07-17,00-23,230215,1747819593,1750690481,0.9983601395956868
nf移网关联准确率,2025-07-17,00-23,210213,911166077,914050531,0.9968443166956598
nf移网关联准确率,2025-07-17,00-23,220214,520670029,569099655,0.9149013260252284
nf移网关联准确率,2025-07-17,00-23,230215,866177772,867744291,0.9981947227815297
pr固网关联准确率,2025-07-17,00-23,210213,286898536,286997211,0.9996561813278387
pr固网关联准确率,2025-07-17,00-23,220214,137117716,137141346,0.9998276960180922
pr固网关联准确率,2025-07-17,00-23,230215,148139271,148187732,0.999672975627969
pr移网关联准确率,2025-07-17,00-23,210213,133997866,134066241,0.9994899909217265
pr移网关联准确率,2025-07-17,00-23,220214,83972169,83987870,0.9998130563377783
pr移网关联准确率,2025-07-17,00-23,230215,86992326,87018521,0.9996989721303123
