统计类型,统计日期,统计小时,关联成功数,关联总数,关联率
pr固网关联准确率,2025-06-30,00-23,{uparea_id},NULL,NULL,NULL
pr移网关联准确率,2025-06-30,00-23,{uparea_id},NULL,NULL,NULL
